;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target;post_campaign_action
1348;36;management;married;tertiary;no;61.0;no;yes;cellular;19;aug;452;2;-1;0;unknown;no;1
1349;83;retired;married;primary;no;425.0;no;no;;22;jun;883;1;140;1;failure;yes;1
1350;55;services;divorced;primary;no;2923.0;yes;no;unknown;15;may;104;2;-1;0;unknown;no;1
1351;43;management;divorced;tertiary;no;99.0;no;no;cellular;29;jan;24;3;-1;0;unknown;no;0
1352;23;student;single;secondary;no;1021.0;no;no;telephone;19;jun;79;9;-1;0;unknown;no;1
1353;44;technician;married;tertiary;no;1146.0;no;no;cellular;4;jul;178;2;-1;0;unknown;no;0
1354;58;blue-collar;married;primary;no;781.0;yes;no;cellular;15;may;74;2;-1;0;unknown;no;1
1355;29;admin.;single;secondary;no;1448.0;no;no;cellular;10;mar;217;1;184;7;other;no;0
1356;30;management;single;;no;604.0;no;yes;cellular;2;feb;475;1;-1;0;unknown;no;1
1357;29;admin.;single;secondary;no;-194.0;yes;no;cellular;7;may;127;1;-1;0;unknown;no;1
1358;41;technician;married;secondary;no;0.0;no;no;cellular;11;mar;101;1;-1;0;unknown;no;0
1359;35;housemaid;married;primary;no;0.0;yes;no;cellular;14;jul;340;3;-1;0;unknown;no;0
1360;31;technician;single;secondary;no;1014.0;yes;no;cellular;23;jul;158;4;-1;0;unknown;no;0
1361;27;admin.;single;tertiary;no;73.0;no;no;cellular;29;jan;242;1;-1;0;unknown;no;1
1362;47;services;married;secondary;no;2597.0;yes;no;unknown;16;may;323;1;-1;0;unknown;no;0
1363;53;self-employed;married;tertiary;no;2627.0;yes;yes;unknown;16;jun;18;30;-1;0;unknown;no;0
1364;34;management;married;;no;1906.0;yes;no;cellular;14;jul;68;3;-1;0;unknown;no;0
1365;34;blue-collar;married;primary;no;-319.0;yes;yes;cellular;9;jul;134;4;-1;0;unknown;no;0
1366;36;management;married;tertiary;no;-296.0;yes;no;cellular;14;may;113;3;-1;0;unknown;no;1
1367;40;technician;married;secondary;no;169.0;yes;no;cellular;18;aug;43;4;-1;0;unknown;no;0
1368;37;self-employed;single;tertiary;no;556.0;no;no;unknown;17;jun;200;2;-1;0;unknown;no;0
1369;65;retired;divorced;unknown;no;300.0;no;no;cellular;2;aug;245;2;-1;0;unknown;no;0
1370;53;technician;divorced;secondary;no;751.0;yes;no;unknown;16;may;343;4;-1;0;unknown;no;1
1371;28;technician;single;secondary;no;126.0;no;no;cellular;3;mar;229;1;-1;0;unknown;no;1
1372;33;technician;divorced;;no;-386.0;yes;no;unknown;23;may;530;1;-1;0;unknown;no;0
1373;56;blue-collar;married;primary;no;379.0;no;no;cellular;13;aug;58;5;-1;0;unknown;no;0
1374;45;self-employed;married;secondary;no;706.0;no;no;cellular;30;apr;78;2;176;1;success;no;0
1375;39;technician;married;secondary;no;9121.0;no;no;unknown;5;jun;147;1;-1;0;unknown;no;0
1376;28;management;single;tertiary;no;1466.0;yes;no;cellular;25;jul;40;1;-1;0;unknown;no;0
1377;36;blue-collar;married;primary;no;0.0;yes;no;cellular;18;nov;618;2;-1;0;unknown;no;0
1378;41;blue-collar;married;primary;no;951.0;yes;no;cellular;20;apr;23;4;-1;0;unknown;no;0
1379;46;admin.;married;secondary;no;368.0;no;no;cellular;20;aug;293;1;90;4;other;yes;0
1380;41;blue-collar;married;secondary;no;121.0;yes;no;cellular;13;may;16;6;176;5;other;no;0
1381;59;services;married;secondary;no;204.0;no;no;cellular;23;jul;286;2;-1;0;unknown;no;0
1382;24;admin.;married;secondary;no;299.0;yes;no;;6;may;209;1;321;1;failure;no;0
1383;34;management;married;tertiary;no;4170.0;yes;no;unknown;21;may;935;1;-1;0;unknown;no;0
1384;40;blue-collar;married;primary;no;-335.0;yes;no;unknown;27;may;260;1;-1;0;unknown;no;1
1385;42;admin.;married;secondary;no;;yes;no;unknown;16;jun;298;4;-1;0;unknown;no;1
1386;50;services;married;secondary;no;254.0;yes;no;cellular;15;apr;397;2;337;1;failure;no;0
1387;25;management;single;tertiary;no;553.0;yes;no;cellular;17;sep;113;4;479;1;failure;no;0
1388;51;services;divorced;secondary;no;518.0;yes;no;;17;nov;76;1;-1;0;unknown;no;0
1389;50;management;married;tertiary;no;85.0;no;yes;cellular;1;jun;141;1;-1;0;unknown;no;0
1390;37;blue-collar;married;unknown;no;603.0;yes;no;unknown;23;may;773;2;-1;0;unknown;no;0
1391;21;services;single;secondary;no;361.0;no;no;telephone;5;jun;329;1;95;1;other;no;1
1392;52;blue-collar;married;secondary;no;-98.0;yes;no;unknown;7;may;423;1;-1;0;unknown;no;0
1393;55;retired;married;primary;no;4424.0;no;no;cellular;5;aug;67;4;-1;0;unknown;no;0
1394;26;technician;single;secondary;no;2610.0;yes;yes;unknown;2;jun;626;1;-1;0;unknown;no;0
1395;38;technician;married;tertiary;no;3234.0;no;no;cellular;18;nov;578;2;-1;0;unknown;yes;1
1396;32;blue-collar;married;secondary;no;687.0;yes;no;unknown;9;may;61;1;-1;0;unknown;no;0
1397;31;blue-collar;married;secondary;no;631.0;yes;no;unknown;23;may;248;4;-1;0;unknown;no;0
1398;34;technician;single;secondary;no;341.0;no;yes;cellular;29;jan;136;1;262;3;failure;no;0
1399;33;technician;single;tertiary;no;316.0;no;no;cellular;21;aug;126;3;-1;0;unknown;no;0
1400;35;unknown;married;secondary;no;2.0;no;no;telephone;28;jan;653;3;-1;0;unknown;no;0
1401;44;unknown;married;unknown;no;415.0;yes;no;telephone;14;may;7;7;-1;0;unknown;no;0
1402;48;unknown;divorced;tertiary;no;507.0;yes;no;cellular;9;apr;528;1;-1;0;unknown;no;0
1403;29;blue-collar;married;secondary;no;912.0;yes;no;cellular;13;may;785;1;-1;0;unknown;no;0
1404;50;management;married;tertiary;no;0.0;no;no;cellular;9;jul;243;5;-1;0;unknown;no;1
1405;37;unknown;married;primary;no;37.0;yes;no;cellular;13;may;24;2;362;1;other;no;1
1406;44;admin.;single;secondary;no;2524.0;no;no;unknown;19;jun;82;1;-1;0;unknown;no;1
1407;36;unemployed;single;tertiary;no;9019.0;yes;no;unknown;11;jun;952;3;-1;0;unknown;no;1
1408;49;blue-collar;divorced;unknown;no;39.0;yes;no;cellular;13;may;27;5;-1;0;unknown;no;0
1409;31;blue-collar;married;secondary;no;0.0;yes;no;;5;may;143;1;-1;0;unknown;no;1
1410;49;technician;divorced;secondary;no;265.0;yes;no;unknown;12;may;274;6;-1;0;unknown;no;1
1411;35;;single;secondary;no;0.0;yes;no;cellular;16;apr;1174;1;345;4;other;yes;1
1412;57;admin.;divorced;unknown;no;4012.0;no;no;cellular;20;nov;915;1;-1;0;unknown;no;0
1413;42;blue-collar;married;primary;no;1520.0;yes;no;cellular;5;feb;115;1;-1;0;unknown;no;0
1414;36;blue-collar;divorced;secondary;no;-140.0;yes;no;unknown;26;may;222;2;-1;0;unknown;no;1
1415;75;retired;divorced;primary;no;852.0;no;no;cellular;15;mar;341;1;-1;0;unknown;no;1
1416;38;blue-collar;single;secondary;no;578.0;yes;no;unknown;21;may;112;2;-1;0;unknown;no;0
1417;40;blue-collar;married;primary;yes;0.0;yes;no;unknown;6;may;64;2;-1;0;unknown;no;1
1418;38;services;single;secondary;no;2253.0;yes;no;cellular;13;may;937;3;-1;0;unknown;yes;1
1419;34;management;single;tertiary;no;1171.0;yes;no;cellular;10;jul;129;1;-1;0;unknown;no;0
1420;29;technician;single;tertiary;no;452.0;yes;no;cellular;11;may;59;1;-1;0;unknown;no;0
1421;28;admin.;married;secondary;no;-97.0;yes;no;cellular;29;jan;79;1;225;2;success;no;0
1422;79;retired;married;secondary;no;;no;no;telephone;9;jul;151;5;-1;0;unknown;no;0
1423;51;admin.;divorced;secondary;no;467.0;yes;no;unknown;19;may;83;1;-1;0;unknown;no;0
1424;32;student;single;tertiary;no;0.0;no;no;cellular;6;aug;101;5;3;6;unknown;no;1
1425;36;management;married;;no;495.0;no;no;cellular;5;aug;157;3;97;2;success;yes;1
1426;38;entrepreneur;married;secondary;no;157.0;no;yes;cellular;15;may;57;11;366;1;other;no;1
1427;49;self-employed;married;secondary;no;358.0;yes;yes;unknown;13;may;176;3;-1;0;unknown;no;0
1428;42;services;married;secondary;no;;yes;no;cellular;11;may;222;3;-1;0;unknown;no;1
1429;43;blue-collar;married;primary;no;7343.0;yes;no;unknown;2;jun;217;4;-1;0;unknown;no;1
1430;34;blue-collar;married;secondary;no;-563.0;yes;no;unknown;26;may;252;1;-1;0;unknown;no;1
1431;59;retired;single;secondary;no;351.0;yes;no;unknown;27;may;1063;5;-1;0;unknown;yes;1
1432;35;unknown;married;primary;no;365.0;no;no;cellular;29;aug;41;2;-1;0;unknown;no;0
1433;33;blue-collar;single;secondary;no;13494.0;yes;no;unknown;20;jun;27;25;-1;0;unknown;no;1
1434;34;admin.;single;secondary;no;846.0;yes;no;cellular;17;apr;758;2;-1;0;unknown;no;0
1435;64;retired;married;secondary;no;1574.0;no;no;telephone;29;jul;301;3;-1;0;unknown;yes;0
1436;34;entrepreneur;married;tertiary;no;-28.0;yes;no;cellular;16;jul;574;1;-1;0;unknown;no;0
1437;77;retired;married;tertiary;no;0.0;no;no;cellular;16;oct;847;1;60;1;success;yes;1
1438;57;retired;married;primary;no;2927.0;no;yes;telephone;30;jul;78;5;-1;0;unknown;no;1
1439;30;blue-collar;married;secondary;no;501.0;yes;yes;unknown;27;may;514;1;-1;0;unknown;no;0
1440;56;housemaid;divorced;primary;yes;1238.0;no;no;unknown;5;jun;1558;1;-1;0;unknown;yes;1
1441;49;unknown;married;unknown;no;301.0;no;no;cellular;14;aug;789;2;-1;0;unknown;no;0
1442;73;retired;married;primary;no;1388.0;no;no;cellular;20;jul;146;3;190;3;success;no;1
1443;39;technician;single;secondary;no;102.0;yes;no;cellular;14;aug;272;2;-1;0;unknown;no;0
1444;57;technician;divorced;primary;no;13.0;yes;no;cellular;8;may;323;2;368;2;failure;no;0
1445;32;self-employed;married;secondary;no;413.0;yes;no;cellular;11;jul;712;2;-1;0;unknown;no;1
1446;32;technician;single;tertiary;no;4665.0;yes;no;unknown;21;may;860;2;-1;0;unknown;yes;0
1447;45;admin.;married;secondary;no;638.0;yes;no;cellular;20;aug;75;9;-1;0;unknown;no;0
1448;32;blue-collar;married;secondary;no;101.0;yes;no;unknown;19;may;191;4;-1;0;unknown;no;1
1449;31;management;married;tertiary;no;1224.0;yes;yes;cellular;24;jul;1441;2;-1;0;unknown;yes;1
1450;49;self-employed;married;secondary;no;1103.0;no;no;cellular;12;aug;428;2;-1;0;unknown;no;0
1451;29;services;married;secondary;no;3748.0;no;no;cellular;28;may;322;3;-1;0;unknown;no;1
1452;55;technician;married;secondary;no;955.0;yes;no;cellular;29;jan;104;1;-1;0;unknown;no;1
1453;30;admin.;married;secondary;no;518.0;yes;no;cellular;8;may;127;1;-1;0;unknown;no;1
1454;45;services;single;primary;no;1893.0;yes;no;unknown;3;jun;1259;6;-1;0;unknown;yes;1
1455;39;technician;married;tertiary;no;14.0;no;no;cellular;28;jan;114;2;-1;0;unknown;no;0
1456;36;admin.;married;secondary;no;-423.0;yes;yes;unknown;13;may;106;1;-1;0;unknown;no;1
1457;33;management;married;tertiary;no;3696.0;no;no;cellular;19;nov;305;1;182;3;failure;no;0
1458;36;management;married;tertiary;no;2987.0;yes;no;cellular;12;aug;307;1;-1;0;unknown;yes;1
1459;31;technician;single;secondary;no;433.0;no;no;cellular;11;aug;1504;2;-1;0;unknown;no;0
1460;36;technician;married;unknown;no;756.0;no;no;cellular;11;jul;396;3;-1;0;unknown;no;1
1461;38;technician;single;tertiary;no;0.0;yes;no;cellular;1;jun;71;1;-1;0;unknown;no;0
1462;33;unknown;married;secondary;no;2727.0;no;no;cellular;6;aug;205;3;-1;0;unknown;no;0
1463;40;technician;married;secondary;no;93.0;yes;no;unknown;13;may;134;2;-1;0;unknown;no;1
1464;31;blue-collar;married;secondary;no;1766.0;no;yes;cellular;5;jun;166;2;-1;0;unknown;yes;1
1465;39;;married;secondary;no;124.0;yes;no;cellular;31;jul;81;5;-1;0;unknown;no;0
1466;33;admin.;married;tertiary;no;69.0;no;yes;cellular;4;may;77;2;-1;0;unknown;no;1
1467;53;services;divorced;secondary;no;0.0;no;no;cellular;12;mar;80;2;-1;0;unknown;yes;1
1468;38;management;married;tertiary;no;0.0;yes;no;cellular;13;may;537;5;303;2;failure;no;0
1469;59;technician;married;secondary;no;259.0;no;no;cellular;15;jun;415;1;89;1;unknown;yes;0
1470;55;blue-collar;married;primary;no;4103.0;no;no;;19;nov;291;1;-1;0;unknown;no;0
1471;38;technician;single;;no;744.0;yes;no;cellular;14;may;283;1;288;12;other;no;0
1472;48;services;married;secondary;no;116.0;yes;no;telephone;20;apr;70;4;-1;0;unknown;no;0
1473;53;blue-collar;married;secondary;no;70.0;yes;no;unknown;5;may;611;2;-1;0;unknown;no;1
1474;44;admin.;divorced;secondary;no;432.0;no;no;cellular;9;feb;132;3;-1;0;unknown;no;0
1475;57;management;married;tertiary;no;1172.0;no;no;unknown;18;jun;26;1;-1;0;unknown;no;0
1476;29;blue-collar;single;secondary;no;9.0;yes;no;cellular;11;may;262;3;-1;0;unknown;no;1
1477;31;services;married;secondary;no;428.0;yes;no;unknown;21;may;272;1;-1;0;unknown;no;0
1478;35;technician;single;tertiary;no;7546.0;yes;no;cellular;28;dec;137;1;122;3;failure;no;0
1479;31;blue-collar;married;primary;no;;no;no;cellular;30;mar;95;1;-1;0;unknown;no;0
1480;35;self-employed;married;tertiary;no;8647.0;no;no;cellular;19;nov;140;2;-1;0;unknown;no;0
1481;40;management;single;secondary;no;192.0;yes;no;unknown;16;may;71;11;-1;0;unknown;no;1
1482;39;blue-collar;married;secondary;no;0.0;yes;no;cellular;7;may;502;1;7;2;failure;no;1
1483;43;technician;single;tertiary;no;27733.0;yes;no;unknown;3;jun;164;7;-1;0;unknown;no;0
1484;44;entrepreneur;married;primary;no;276.0;yes;yes;unknown;15;may;219;1;-1;0;unknown;no;0
1485;29;technician;single;secondary;no;113.0;no;no;cellular;12;feb;328;2;183;4;success;yes;1
1486;40;technician;married;secondary;no;782.0;yes;no;unknown;14;may;224;2;-1;0;unknown;no;1
1487;33;entrepreneur;married;primary;no;82.0;yes;no;cellular;18;nov;63;2;-1;0;unknown;no;0
1488;46;;married;tertiary;no;1008.0;no;no;cellular;29;aug;24;13;-1;0;unknown;no;1
1489;27;unknown;single;tertiary;no;6421.0;no;no;telephone;28;jan;147;4;-1;0;unknown;no;1
1490;26;admin.;single;secondary;no;443.0;no;no;cellular;30;jul;84;3;-1;0;unknown;no;0
1491;41;technician;married;secondary;no;351.0;yes;no;cellular;9;jul;175;1;-1;0;unknown;no;0
1492;34;technician;married;;no;5060.0;yes;no;cellular;21;aug;12;21;-1;0;unknown;no;0
1493;39;technician;single;;no;-41.0;no;yes;cellular;25;aug;40;15;-1;0;unknown;no;1
1494;27;services;single;secondary;no;-124.0;no;no;cellular;18;jul;217;1;-1;0;unknown;no;0
1495;31;unknown;married;secondary;no;79.0;yes;yes;cellular;23;jul;235;11;-1;0;unknown;no;1
1496;44;unemployed;single;secondary;no;3945.0;no;no;cellular;28;jan;255;1;-1;0;unknown;no;0
1497;55;retired;married;tertiary;no;197.0;no;yes;cellular;8;jul;256;1;-1;0;unknown;no;1
1498;51;blue-collar;divorced;primary;no;837.0;no;no;telephone;30;jul;41;2;-1;0;unknown;no;0
1499;50;management;married;tertiary;no;-94.0;no;yes;unknown;25;jun;75;1;-1;0;unknown;no;0
1500;30;services;married;secondary;no;1743.0;yes;no;cellular;5;feb;192;4;-1;0;unknown;no;0
1501;46;technician;married;secondary;no;57.0;no;no;unknown;28;may;796;1;-1;0;unknown;yes;1
1502;49;admin.;married;secondary;no;635.0;no;no;cellular;25;aug;220;3;-1;0;unknown;no;0
1503;56;retired;married;secondary;no;-113.0;yes;yes;cellular;12;aug;614;2;-1;0;unknown;no;0
1504;47;admin.;divorced;secondary;no;225.0;no;no;cellular;28;aug;1126;4;-1;0;unknown;yes;0
1505;30;unknown;married;secondary;no;124.0;no;no;telephone;16;jun;161;2;-1;0;unknown;no;1
1506;36;entrepreneur;single;secondary;no;475.0;no;no;cellular;25;jul;141;3;-1;0;unknown;no;0
1507;40;management;married;tertiary;no;-7.0;no;yes;telephone;25;jul;697;1;-1;0;unknown;no;0
1508;37;technician;single;;yes;375.0;no;no;unknown;9;jun;223;2;-1;0;unknown;no;1
1509;42;admin.;divorced;secondary;no;936.0;no;no;cellular;30;jan;931;1;-1;0;unknown;yes;1
1510;45;technician;married;secondary;no;1415.0;yes;no;cellular;17;nov;483;1;116;1;failure;no;0
1511;34;unemployed;single;secondary;no;0.0;no;no;cellular;17;nov;63;2;-1;0;unknown;no;0
1512;27;admin.;single;secondary;no;3638.0;no;no;cellular;11;jul;271;5;-1;0;unknown;no;0
1513;30;blue-collar;married;secondary;no;-99.0;yes;no;cellular;15;may;144;5;-1;0;unknown;no;0
1514;32;technician;married;secondary;no;167.0;yes;yes;cellular;8;aug;79;3;-1;0;unknown;no;0
1515;46;housemaid;married;primary;no;19.0;yes;no;telephone;21;jul;171;1;-1;0;unknown;no;1
1516;29;self-employed;married;tertiary;no;242.0;yes;no;cellular;18;jul;73;4;-1;0;unknown;no;0
1517;53;unknown;married;unknown;no;13.0;no;no;unknown;28;jan;69;1;-1;0;unknown;no;0
1518;32;technician;married;secondary;no;286.0;no;no;cellular;20;apr;60;1;343;4;failure;no;1
1519;49;unemployed;married;secondary;no;769.0;yes;no;unknown;14;may;257;1;-1;0;unknown;no;1
1520;35;unknown;married;tertiary;no;93.0;no;no;cellular;4;may;198;2;88;1;other;no;0
1521;38;blue-collar;married;secondary;no;1663.0;yes;no;cellular;13;apr;217;3;327;1;failure;no;0
1522;39;entrepreneur;married;primary;no;238.0;yes;yes;cellular;19;nov;134;1;-1;0;unknown;no;0
1523;34;technician;single;secondary;no;2178.0;yes;no;cellular;26;may;41;1;-1;0;unknown;no;1
1524;42;blue-collar;married;primary;no;792.0;yes;yes;cellular;19;nov;611;2;175;12;unknown;no;0
1525;35;blue-collar;single;unknown;no;871.0;yes;no;unknown;6;jun;216;3;-1;0;unknown;no;0
1526;60;admin.;married;secondary;no;1025.0;no;no;cellular;6;aug;388;8;-1;0;unknown;no;0
1527;57;technician;divorced;secondary;no;63.0;yes;no;unknown;5;may;242;1;-1;0;unknown;no;0
1528;31;blue-collar;single;secondary;no;16.0;no;no;cellular;7;jul;387;1;-1;0;unknown;no;0
1529;29;management;single;secondary;no;417.0;no;no;cellular;7;oct;90;1;-1;0;unknown;no;1
1530;41;services;married;secondary;no;3992.0;yes;no;telephone;20;nov;281;2;-1;0;unknown;no;0
1531;46;blue-collar;married;primary;no;2749.0;yes;no;cellular;17;nov;332;1;-1;0;unknown;no;1
1532;33;technician;married;secondary;no;133.0;no;no;cellular;4;may;218;1;-1;0;unknown;yes;1
1533;32;blue-collar;single;secondary;no;1721.0;yes;no;unknown;21;may;650;2;-1;0;unknown;no;0
1534;54;management;divorced;tertiary;no;2171.0;yes;yes;telephone;18;nov;1034;1;-1;0;unknown;yes;1
1535;37;services;married;secondary;no;4760.0;yes;no;unknown;8;may;182;2;169;2;failure;no;0
1536;32;technician;single;secondary;no;2979.0;no;no;cellular;25;may;156;1;-1;0;unknown;no;0
1537;43;management;married;tertiary;no;690.0;yes;no;cellular;6;aug;171;3;-1;0;unknown;no;0
1538;50;blue-collar;divorced;secondary;no;203.0;yes;no;telephone;19;nov;265;1;127;4;other;no;0
1539;34;blue-collar;married;secondary;no;322.0;yes;no;cellular;20;apr;10;3;-1;0;unknown;no;0
1540;31;admin.;divorced;secondary;no;1210.0;no;no;cellular;16;jul;350;1;-1;0;unknown;no;0
1541;43;self-employed;married;secondary;no;634.0;yes;no;cellular;17;nov;65;1;131;1;failure;no;0
1542;49;entrepreneur;married;secondary;no;273.0;no;no;cellular;23;jul;58;1;-1;0;unknown;no;1
1543;22;student;single;unknown;no;47.0;no;no;cellular;3;jul;69;3;-1;0;unknown;no;0
1544;35;management;married;tertiary;no;1100.0;no;yes;cellular;29;jan;127;2;-1;0;unknown;no;0
1545;56;admin.;married;secondary;no;0.0;yes;no;telephone;19;nov;154;2;-1;0;unknown;no;0
1546;53;blue-collar;married;secondary;no;0.0;no;no;telephone;31;jul;36;4;-1;0;unknown;no;0
1547;54;entrepreneur;married;tertiary;no;1544.0;no;yes;cellular;5;feb;85;7;196;3;failure;no;0
1548;32;services;single;unknown;no;6145.0;yes;no;cellular;14;may;362;1;287;13;failure;no;1
1549;41;self-employed;married;secondary;no;28.0;yes;no;cellular;11;may;49;1;-1;0;unknown;no;0
1550;40;blue-collar;married;secondary;no;1012.0;yes;no;cellular;6;may;410;1;-1;0;unknown;no;0
1551;33;blue-collar;married;primary;no;245.0;yes;yes;cellular;8;may;253;3;-1;0;unknown;no;0
1552;33;management;single;;no;1998.0;no;no;cellular;19;nov;570;1;-1;0;unknown;no;0
1553;34;blue-collar;married;secondary;no;3990.0;yes;no;cellular;24;jul;633;7;-1;0;unknown;no;0
1554;36;services;married;secondary;no;1328.0;yes;no;unknown;6;jun;82;4;-1;0;unknown;no;0
1555;34;entrepreneur;married;tertiary;no;412.0;yes;yes;cellular;8;jul;164;1;-1;0;unknown;no;0
1556;55;management;married;primary;no;229.0;no;yes;unknown;9;jun;175;3;-1;0;unknown;no;1
1557;28;student;single;tertiary;no;1562.0;no;no;cellular;15;feb;659;4;-1;0;unknown;yes;1
1558;29;admin.;single;secondary;no;3432.0;yes;no;cellular;17;apr;139;2;-1;0;unknown;no;1
1559;31;admin.;single;secondary;no;144.0;yes;no;unknown;4;jul;43;11;-1;0;unknown;no;0
1560;52;management;married;tertiary;no;1339.0;yes;no;cellular;22;aug;343;5;-1;0;unknown;no;0
1561;54;services;married;unknown;no;386.0;no;yes;cellular;19;nov;74;1;152;1;success;no;0
1562;43;blue-collar;married;primary;no;7727.0;yes;no;unknown;15;may;302;8;-1;0;unknown;no;1
1563;55;entrepreneur;married;secondary;no;204.0;no;no;cellular;14;jul;455;13;-1;0;unknown;no;0
1564;28;blue-collar;divorced;unknown;no;101.0;yes;no;unknown;28;may;126;4;-1;0;unknown;no;1
1565;45;unemployed;divorced;secondary;no;728.0;yes;yes;cellular;18;nov;107;1;-1;0;unknown;no;1
1566;45;entrepreneur;married;primary;no;2418.0;yes;no;unknown;14;may;120;1;-1;0;unknown;no;0
1567;51;management;married;tertiary;no;2934.0;yes;no;cellular;18;nov;727;4;-1;0;unknown;no;1
1568;42;technician;single;secondary;no;0.0;yes;no;unknown;7;may;275;4;-1;0;unknown;no;1
1569;43;unknown;single;unknown;no;181.0;no;no;telephone;28;jan;41;1;-1;0;unknown;no;1
1570;34;management;married;tertiary;no;176.0;no;no;cellular;18;aug;61;4;-1;0;unknown;no;0
1571;36;blue-collar;married;primary;no;49.0;yes;no;cellular;15;may;232;2;365;5;other;no;0
1572;37;blue-collar;married;secondary;no;2023.0;yes;no;cellular;10;jul;214;1;-1;0;unknown;no;0
1573;50;blue-collar;married;secondary;no;372.0;yes;no;telephone;11;may;21;1;-1;0;unknown;no;1
1574;42;management;divorced;unknown;no;7702.0;no;no;cellular;16;feb;138;2;-1;0;unknown;yes;1
1575;34;blue-collar;single;primary;no;464.0;yes;no;cellular;18;may;173;1;299;2;other;no;0
